IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.18.139.117,4,4,0.00,28.43,0.00,N/A
104.16.74.128,4,4,0.00,29.21,0.00,N/A
104.26.203.218,4,4,0.00,29.34,0.00,N/A
162.158.102.47,4,4,0.00,31.62,0.00,N/A
104.20.48.169,4,4,0.00,31.92,0.00,N/A
104.19.178.111,4,4,0.00,31.96,0.00,N/A
104.18.42.39,4,4,0.00,35.39,0.00,N/A
104.18.43.0,4,4,0.00,35.39,0.00,N/A
162.158.101.183,4,4,0.00,36.39,0.00,N/A
104.18.48.106,4,4,0.00,36.67,0.00,N/A
104.16.164.77,4,4,0.00,37.04,0.00,N/A
104.16.254.71,4,4,0.00,38.57,0.00,N/A
104.20.245.147,4,4,0.00,38.79,0.00,N/A
104.18.46.17,4,4,0.00,39.56,0.00,N/A
104.24.173.11,4,4,0.00,39.90,0.00,N/A
104.18.45.68,4,4,0.00,40.90,0.00,N/A
104.20.45.131,4,4,0.00,41.16,0.00,N/A
104.18.235.83,4,4,0.00,41.81,0.00,N/A
104.17.185.160,4,4,0.00,44.67,0.00,N/A
104.21.202.224,4,4,0.00,45.15,0.00,N/A
198.41.205.212,4,4,0.00,49.19,0.00,N/A
104.17.186.186,4,4,0.00,49.83,0.00,N/A
104.21.206.87,4,4,0.00,50.40,0.00,N/A
198.41.204.144,4,4,0.00,59.30,0.00,N/A
162.159.134.178,4,4,0.00,60.13,0.00,N/A
198.41.203.211,4,4,0.00,61.85,0.00,N/A
162.159.133.22,4,4,0.00,73.55,0.00,N/A
104.21.75.42,4,4,0.00,80.75,0.00,N/A
